iter	RMSE
955	24.19966294
956	24.19245039
957	24.19106274
958	24.18850559
959	24.18410014
960	24.18161247
961	24.17342133
962	24.17057693
963	24.16826337
964	24.16709374
965	24.16555893
966	24.16127283
967	24.15654111
968	24.15446384
969	24.15180156
970	24.14919939
971	24.14095822
972	24.13895329
973	24.13670023
974	24.13041587
975	24.12874365
976	24.12708663
977	24.1238978
978	24.12259055
979	24.12020227
980	24.11094796
981	24.10938307
982	24.10720408
983	24.10496043
984	24.1020904
985	24.1002845
986	24.09915932
987	24.09576234
988	24.09156491
989	24.08986327
990	24.08482731
991	24.07928702
992	24.07530197
993	24.07201442
994	24.06932801
995	24.06720271
996	24.06433937
997	24.06110396
998	24.05912061
999	24.0515963
